"obs" "trl" "sub" "itm" "tsk" "vgn" "qty" "rt" "bd"
"6422" 6422 22 "s26" "16:25:34" "Verbal" "Vague" "Big" 1010 0
"6423" 6423 23 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1845 1
"6424" 6424 24 "s26" "36:45:54" "Verbal" "Crisp" "Small" 2116 0
"6425" 6425 25 "s26" "6:15:24" "Verbal" "Vague" "Big" 959 0
"6426" 6426 26 "s26" "16:25:34" "Verbal" "Crisp" "Small" 2165 0
"6427" 6427 27 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1255 0
"6428" 6428 28 "s26" "36:45:54" "Verbal" "Vague" "Small" 2106 0
"6429" 6429 29 "s26" "6:15:24" "Numerical" "Crisp" "Big" 1007 0
"6430" 6430 30 "s26" "16:25:34" "Verbal" "Vague" "Big" 848 0
"6431" 6431 31 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1442 0
"6432" 6432 32 "s26" "36:45:54" "Numerical" "Crisp" "Big" 1052 0
"6433" 6433 33 "s26" "6:15:24" "Numerical" "Vague" "Small" 5850 0
"6434" 6434 34 "s26" "16:25:34" "Numerical" "Vague" "Big" 1008 0
"6435" 6435 35 "s26" "26:35:44" "Numerical" "Vague" "Small" 2277 1
"6436" 6436 36 "s26" "36:45:54" "Numerical" "Crisp" "Small" 2014 1
"6437" 6437 37 "s26" "6:15:24" "Verbal" "Vague" "Big" 1472 0
"6438" 6438 38 "s26" "16:25:34" "Numerical" "Vague" "Big" 2898 0
"6439" 6439 39 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1685 0
"6440" 6440 40 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1061 0
"6441" 6441 41 "s26" "6:15:24" "Numerical" "Crisp" "Small" 1687 0
"6442" 6442 42 "s26" "16:25:34" "Numerical" "Vague" "Small" 2135 1
"6443" 6443 43 "s26" "26:35:44" "Numerical" "Crisp" "Small" 2199 0
"6444" 6444 44 "s26" "36:45:54" "Verbal" "Crisp" "Big" 2032 0
"6445" 6445 45 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1858 0
"6446" 6446 46 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1770 0
"6447" 6447 47 "s26" "26:35:44" "Verbal" "Crisp" "Big" 1114 0
"6448" 6448 48 "s26" "36:45:54" "Verbal" "Vague" "Small" 3472 0
"6449" 6449 49 "s26" "6:15:24" "Numerical" "Vague" "Small" 3501 0
"6450" 6450 50 "s26" "16:25:34" "Numerical" "Crisp" "Big" 1693 0
"6451" 6451 51 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1765 0
"6452" 6452 52 "s26" "36:45:54" "Numerical" "Vague" "Small" 3179 1
"6453" 6453 53 "s26" "6:15:24" "Verbal" "Vague" "Small" 1310 0
"6454" 6454 54 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1862 0
"6455" 6455 55 "s26" "26:35:44" "Numerical" "Vague" "Big" 1674 0
"6456" 6456 56 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1694 0
"6457" 6457 57 "s26" "6:15:24" "Verbal" "Vague" "Small" 1540 0
"6458" 6458 58 "s26" "16:25:34" "Verbal" "Vague" "Small" 1536 0
"6459" 6459 59 "s26" "26:35:44" "Verbal" "Vague" "Small" 1207 0
"6460" 6460 60 "s26" "36:45:54" "Numerical" "Crisp" "Big" 1550 0
"6461" 6461 61 "s26" "6:15:24" "Numerical" "Vague" "Big" 2109 1
"6462" 6462 62 "s26" "16:25:34" "Verbal" "Crisp" "Big" 1359 0
"6463" 6463 63 "s26" "26:35:44" "Verbal" "Crisp" "Big" 1526 0
"6464" 6464 64 "s26" "36:45:54" "Verbal" "Vague" "Big" 2041 0
"6465" 6465 65 "s26" "6:15:24" "Numerical" "Vague" "Big" 2268 0
"6466" 6466 66 "s26" "16:25:34" "Verbal" "Vague" "Big" 980 0
"6467" 6467 67 "s26" "26:35:44" "Numerical" "Vague" "Small" 1914 1
"6468" 6468 68 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1336 0
"6469" 6469 69 "s26" "6:15:24" "Numerical" "Crisp" "Small" 1244 0
"6470" 6470 70 "s26" "16:25:34" "Verbal" "Vague" "Small" 1819 0
"6471" 6471 71 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1622 1
"6472" 6472 72 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1935 0
"6473" 6473 73 "s26" "6:15:24" "Verbal" "Vague" "Small" 858 0
"6474" 6474 74 "s26" "16:25:34" "Numerical" "Vague" "Small" 1611 1
"6475" 6475 75 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1303 0
"6476" 6476 76 "s26" "36:45:54" "Numerical" "Vague" "Big" 1395 0
"6477" 6477 77 "s26" "6:15:24" "Verbal" "Crisp" "Small" 1692 0
"6478" 6478 78 "s26" "16:25:34" "Numerical" "Vague" "Big" 1595 0
"6479" 6479 79 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1524 1
"6480" 6480 80 "s26" "36:45:54" "Verbal" "Vague" "Small" 1726 0
"6481" 6481 81 "s26" "6:15:24" "Numerical" "Vague" "Small" 1712 1
"6482" 6482 82 "s26" "16:25:34" "Numerical" "Crisp" "Big" 1058 0
"6483" 6483 83 "s26" "26:35:44" "Verbal" "Vague" "Big" 1108 0
"6484" 6484 84 "s26" "36:45:54" "Numerical" "Vague" "Small" 1691 0
"6485" 6485 85 "s26" "6:15:24" "Verbal" "Vague" "Big" 879 0
"6486" 6486 86 "s26" "16:25:34" "Numerical" "Vague" "Small" 1365 1
"6487" 6487 87 "s26" "26:35:44" "Verbal" "Vague" "Small" 1181 0
"6488" 6488 88 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1078 0
"6489" 6489 89 "s26" "6:15:24" "Numerical" "Vague" "Small" 3100 1
"6490" 6490 90 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1751 0
"6491" 6491 91 "s26" "26:35:44" "Numerical" "Vague" "Big" 1021 0
"6492" 6492 92 "s26" "36:45:54" "Verbal" "Vague" "Big" 1854 0
"6493" 6493 93 "s26" "6:15:24" "Numerical" "Vague" "Big" 3069 0
"6494" 6494 94 "s26" "16:25:34" "Numerical" "Vague" "Big" 1338 0
"6495" 6495 95 "s26" "26:35:44" "Numerical" "Vague" "Big" 1119 0
"6496" 6496 96 "s26" "36:45:54" "Numerical" "Vague" "Small" 2899 1
"6497" 6497 97 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1695 0
"6498" 6498 98 "s26" "16:25:34" "Verbal" "Crisp" "Small" 1599 0
"6499" 6499 99 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1275 0
"6500" 6500 100 "s26" "36:45:54" "Verbal" "Vague" "Big" 1947 0
"6501" 6501 101 "s26" "6:15:24" "Numerical" "Crisp" "Big" 1593 0
"6502" 6502 102 "s26" "16:25:34" "Verbal" "Crisp" "Small" 1468 0
"6503" 6503 103 "s26" "26:35:44" "Verbal" "Vague" "Small" 2520 0
"6504" 6504 104 "s26" "36:45:54" "Verbal" "Vague" "Small" 1186 0
"6505" 6505 105 "s26" "6:15:24" "Numerical" "Crisp" "Small" 902 0
"6506" 6506 106 "s26" "16:25:34" "Verbal" "Crisp" "Big" 1155 0
"6507" 6507 107 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1110 0
"6508" 6508 108 "s26" "36:45:54" "Numerical" "Crisp" "Big" 859 0
"6509" 6509 109 "s26" "6:15:24" "Verbal" "Crisp" "Small" 1239 0
"6510" 6510 110 "s26" "16:25:34" "Numerical" "Crisp" "Big" 941 0
"6511" 6511 111 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1017 0
"6512" 6512 112 "s26" "36:45:54" "Numerical" "Vague" "Big" 987 0
"6513" 6513 113 "s26" "6:15:24" "Verbal" "Vague" "Big" 1581 0
"6514" 6514 114 "s26" "16:25:34" "Verbal" "Vague" "Big" 946 0
"6515" 6515 115 "s26" "26:35:44" "Verbal" "Vague" "Big" 1496 0
"6516" 6516 116 "s26" "36:45:54" "Numerical" "Crisp" "Small" 1695 1
"6517" 6517 117 "s26" "6:15:24" "Numerical" "Crisp" "Big" 1175 0
"6518" 6518 118 "s26" "16:25:34" "Verbal" "Crisp" "Big" 874 0
"6519" 6519 119 "s26" "26:35:44" "Numerical" "Vague" "Small" 2144 1
"6520" 6520 120 "s26" "36:45:54" "Numerical" "Crisp" "Small" 2998 1
"6521" 6521 121 "s26" "6:15:24" "Verbal" "Vague" "Small" 1046 0
"6522" 6522 122 "s26" "16:25:34" "Numerical" "Crisp" "Small" 3255 0
"6523" 6523 123 "s26" "26:35:44" "Verbal" "Crisp" "Big" 901 0
"6524" 6524 124 "s26" "36:45:54" "Numerical" "Crisp" "Big" 1602 0
"6525" 6525 125 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1631 0
"6526" 6526 126 "s26" "16:25:34" "Verbal" "Vague" "Small" 2010 0
"6527" 6527 127 "s26" "26:35:44" "Verbal" "Crisp" "Big" 741 0
"6528" 6528 128 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1072 0
"6529" 6529 129 "s26" "6:15:24" "Numerical" "Crisp" "Small" 861 0
"6530" 6530 130 "s26" "16:25:34" "Verbal" "Vague" "Small" 1205 0
"6531" 6531 131 "s26" "26:35:44" "Verbal" "Vague" "Small" 1048 0
"6532" 6532 132 "s26" "36:45:54" "Numerical" "Crisp" "Small" 2072 0
"6533" 6533 133 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1446 0
"6534" 6534 134 "s26" "16:25:34" "Numerical" "Vague" "Big" 1231 0
"6535" 6535 135 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1072 1
"6536" 6536 136 "s26" "36:45:54" "Verbal" "Vague" "Small" 1197 0
"6537" 6537 137 "s26" "6:15:24" "Numerical" "Vague" "Big" 911 0
"6538" 6538 138 "s26" "16:25:34" "Numerical" "Crisp" "Big" 1346 0
"6539" 6539 139 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1289 0
"6540" 6540 140 "s26" "36:45:54" "Verbal" "Crisp" "Small" 2113 0
"6541" 6541 141 "s26" "6:15:24" "Numerical" "Vague" "Big" 962 0
"6542" 6542 142 "s26" "16:25:34" "Verbal" "Crisp" "Big" 1189 0
"6543" 6543 143 "s26" "26:35:44" "Numerical" "Vague" "Big" 1336 0
"6544" 6544 144 "s26" "36:45:54" "Numerical" "Crisp" "Small" 1382 0
"6545" 6545 145 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1600 0
"6546" 6546 146 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1107 1
"6547" 6547 147 "s26" "26:35:44" "Verbal" "Crisp" "Big" 1144 0
"6548" 6548 148 "s26" "36:45:54" "Numerical" "Vague" "Big" 1604 0
"6549" 6549 149 "s26" "6:15:24" "Numerical" "Vague" "Small" 1289 1
"6550" 6550 150 "s26" "16:25:34" "Verbal" "Crisp" "Small" 2549 0
"6551" 6551 151 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1740 0
"6552" 6552 152 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1674 0
"6553" 6553 153 "s26" "6:15:24" "Numerical" "Crisp" "Big" 1555 0
"6554" 6554 154 "s26" "16:25:34" "Numerical" "Vague" "Small" 1431 0
"6555" 6555 155 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1170 0
"6556" 6556 156 "s26" "36:45:54" "Verbal" "Vague" "Big" 1776 0
"6557" 6557 157 "s26" "6:15:24" "Verbal" "Vague" "Big" 909 0
"6558" 6558 158 "s26" "16:25:34" "Verbal" "Vague" "Big" 1433 0
"6559" 6559 159 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1473 1
"6560" 6560 160 "s26" "36:45:54" "Numerical" "Crisp" "Big" 1258 0
"6561" 6561 161 "s26" "6:15:24" "Numerical" "Crisp" "Small" 1627 0
"6562" 6562 162 "s26" "16:25:34" "Numerical" "Vague" "Big" 868 0
"6563" 6563 163 "s26" "26:35:44" "Verbal" "Crisp" "Big" 771 0
"6564" 6564 164 "s26" "36:45:54" "Numerical" "Vague" "Small" 1156 0
"6565" 6565 165 "s26" "6:15:24" "Numerical" "Crisp" "Big" 1441 0
"6566" 6566 166 "s26" "16:25:34" "Verbal" "Crisp" "Big" 810 0
"6567" 6567 167 "s26" "26:35:44" "Numerical" "Crisp" "Big" 865 0
"6568" 6568 168 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1383 0
"6569" 6569 169 "s26" "6:15:24" "Verbal" "Vague" "Small" 1364 0
"6570" 6570 170 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1582 1
"6571" 6571 171 "s26" "26:35:44" "Numerical" "Vague" "Small" 1286 0
"6572" 6572 172 "s26" "36:45:54" "Verbal" "Vague" "Big" 1708 0
"6573" 6573 173 "s26" "6:15:24" "Verbal" "Vague" "Small" 1155 0
"6574" 6574 174 "s26" "16:25:34" "Verbal" "Vague" "Small" 1534 0
"6575" 6575 175 "s26" "26:35:44" "Numerical" "Vague" "Big" 893 0
"6576" 6576 176 "s26" "36:45:54" "Numerical" "Vague" "Big" 1068 0
"6577" 6577 177 "s26" "6:15:24" "Verbal" "Crisp" "Small" 1371 0
"6578" 6578 178 "s26" "16:25:34" "Numerical" "Vague" "Small" 1822 1
"6579" 6579 179 "s26" "26:35:44" "Verbal" "Vague" "Small" 2935 0
"6580" 6580 180 "s26" "36:45:54" "Verbal" "Vague" "Small" 2291 0
"6581" 6581 181 "s26" "6:15:24" "Verbal" "Crisp" "Small" 1582 0
"6582" 6582 182 "s26" "16:25:34" "Verbal" "Vague" "Big" 1611 0
"6583" 6583 183 "s26" "26:35:44" "Numerical" "Vague" "Small" 1040 0
"6584" 6584 184 "s26" "36:45:54" "Numerical" "Crisp" "Big" 665 0
"6585" 6585 185 "s26" "6:15:24" "Numerical" "Vague" "Small" 2293 1
"6586" 6586 186 "s26" "16:25:34" "Numerical" "Crisp" "Big" 1288 0
"6587" 6587 187 "s26" "26:35:44" "Verbal" "Vague" "Big" 1447 0
"6588" 6588 188 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1400 0
"6589" 6589 189 "s26" "6:15:24" "Verbal" "Vague" "Big" 1252 0
"6590" 6590 190 "s26" "16:25:34" "Verbal" "Crisp" "Small" 1919 0
"6591" 6591 191 "s26" "26:35:44" "Verbal" "Vague" "Big" 2335 0
"6592" 6592 192 "s26" "36:45:54" "Numerical" "Vague" "Small" 898 0
"6593" 6593 193 "s26" "6:15:24" "Verbal" "Crisp" "Big" 873 0
"6594" 6594 194 "s26" "16:25:34" "Verbal" "Crisp" "Big" 904 0
"6595" 6595 195 "s26" "26:35:44" "Verbal" "Vague" "Small" 1678 0
"6596" 6596 196 "s26" "36:45:54" "Verbal" "Vague" "Small" 871 0
"6597" 6597 197 "s26" "6:15:24" "Verbal" "Vague" "Big" 1431 0
"6598" 6598 198 "s26" "16:25:34" "Numerical" "Crisp" "Big" 711 0
"6599" 6599 199 "s26" "26:35:44" "Verbal" "Crisp" "Big" 1492 0
"6600" 6600 200 "s26" "36:45:54" "Numerical" "Crisp" "Big" 588 0
"6601" 6601 201 "s26" "6:15:24" "Numerical" "Crisp" "Small" 948 0
"6602" 6602 202 "s26" "16:25:34" "Verbal" "Vague" "Small" 1528 0
"6603" 6603 203 "s26" "26:35:44" "Numerical" "Crisp" "Big" 870 0
"6604" 6604 204 "s26" "36:45:54" "Numerical" "Crisp" "Small" 1798 1
"6605" 6605 205 "s26" "6:15:24" "Verbal" "Vague" "Big" 2145 1
"6606" 6606 206 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1858 0
"6607" 6607 207 "s26" "26:35:44" "Numerical" "Crisp" "Big" 1125 0
"6608" 6608 208 "s26" "36:45:54" "Verbal" "Crisp" "Big" 1153 0
"6609" 6609 209 "s26" "6:15:24" "Numerical" "Crisp" "Big" 957 0
"6610" 6610 210 "s26" "16:25:34" "Verbal" "Crisp" "Small" 769 0
"6611" 6611 211 "s26" "26:35:44" "Numerical" "Vague" "Big" 913 0
"6612" 6612 212 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1495 0
"6613" 6613 213 "s26" "6:15:24" "Numerical" "Vague" "Big" 942 0
"6614" 6614 214 "s26" "16:25:34" "Numerical" "Crisp" "Big" 770 0
"6615" 6615 215 "s26" "26:35:44" "Verbal" "Vague" "Big" 916 0
"6616" 6616 216 "s26" "36:45:54" "Numerical" "Crisp" "Big" 1024 0
"6617" 6617 217 "s26" "6:15:24" "Verbal" "Crisp" "Small" 1577 0
"6618" 6618 218 "s26" "16:25:34" "Numerical" "Vague" "Big" 846 0
"6619" 6619 219 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1398 1
"6620" 6620 220 "s26" "36:45:54" "Verbal" "Vague" "Big" 865 0
"6621" 6621 221 "s26" "6:15:24" "Verbal" "Vague" "Small" 783 0
"6622" 6622 222 "s26" "16:25:34" "Verbal" "Vague" "Big" 1893 0
"6623" 6623 223 "s26" "26:35:44" "Numerical" "Vague" "Big" 648 0
"6624" 6624 224 "s26" "36:45:54" "Numerical" "Vague" "Small" 1159 0
"6625" 6625 225 "s26" "6:15:24" "Numerical" "Vague" "Big" 954 0
"6626" 6626 226 "s26" "16:25:34" "Verbal" "Crisp" "Big" 542 0
"6627" 6627 227 "s26" "26:35:44" "Numerical" "Vague" "Small" 1474 1
"6628" 6628 228 "s26" "36:45:54" "Verbal" "Vague" "Small" 1610 0
"6629" 6629 229 "s26" "6:15:24" "Verbal" "Crisp" "Small" 644 0
"6630" 6630 230 "s26" "16:25:34" "Numerical" "Vague" "Big" 828 0
"6631" 6631 231 "s26" "26:35:44" "Verbal" "Crisp" "Big" 1108 0
"6632" 6632 232 "s26" "36:45:54" "Verbal" "Vague" "Big" 1098 0
"6633" 6633 233 "s26" "6:15:24" "Numerical" "Vague" "Small" 1152 1
"6634" 6634 234 "s26" "16:25:34" "Numerical" "Vague" "Small" 1316 1
"6635" 6635 235 "s26" "26:35:44" "Verbal" "Crisp" "Small" 1233 0
"6636" 6636 236 "s26" "36:45:54" "Verbal" "Crisp" "Small" 1028 0
"6637" 6637 237 "s26" "6:15:24" "Numerical" "Crisp" "Small" 1123 0
"6638" 6638 238 "s26" "16:25:34" "Verbal" "Crisp" "Small" 1729 0
"6639" 6639 239 "s26" "26:35:44" "Verbal" "Vague" "Small" 1138 0
"6640" 6640 240 "s26" "36:45:54" "Numerical" "Vague" "Big" 992 0
"6641" 6641 241 "s26" "6:15:24" "Verbal" "Vague" "Small" 1458 0
"6642" 6642 242 "s26" "16:25:34" "Numerical" "Vague" "Small" 1372 1
"6643" 6643 243 "s26" "26:35:44" "Numerical" "Crisp" "Small" 1264 1
"6644" 6644 244 "s26" "36:45:54" "Numerical" "Vague" "Big" 687 0
"6645" 6645 245 "s26" "6:15:24" "Verbal" "Crisp" "Big" 1333 0
"6646" 6646 246 "s26" "16:25:34" "Verbal" "Vague" "Small" 1091 0
"6647" 6647 247 "s26" "26:35:44" "Verbal" "Vague" "Big" 1426 0
"6648" 6648 248 "s26" "36:45:54" "Verbal" "Crisp" "Big" 876 0
"6649" 6649 249 "s26" "6:15:24" "Numerical" "Vague" "Small" 772 0
"6650" 6650 250 "s26" "16:25:34" "Numerical" "Crisp" "Small" 1870 0
"6651" 6651 251 "s26" "26:35:44" "Verbal" "Crisp" "Small" 992 0
"6652" 6652 252 "s26" "36:45:54" "Numerical" "Vague" "Small" 1122 0
"6653" 6653 253 "s26" "6:15:24" "Numerical" "Crisp" "Big" 775 0
"6654" 6654 254 "s26" "16:25:34" "Verbal" "Vague" "Big" 762 0
"6655" 6655 255 "s26" "26:35:44" "Numerical" "Vague" "Small" 3139 0
"6656" 6656 256 "s26" "36:45:54" "Numerical" "Crisp" "Small" 2015 1
"6657" 6657 1 "s27" "6:15:24" "Numerical" "Crisp" "Small" 1759 0
"6658" 6658 2 "s27" "16:25:34" "Numerical" "Crisp" "Big" 8980 0
"6659" 6659 3 "s27" "26:35:44" "Numerical" "Vague" "Big" 2554 1
"6660" 6660 4 "s27" "36:45:54" "Numerical" "Vague" "Big" 3983 1
"6661" 6661 5 "s27" "6:15:24" "Verbal" "Crisp" "Big" 1448 0
"6662" 6662 6 "s27" "16:25:34" "Verbal" "Crisp" "Big" 1264 0
"6663" 6663 7 "s27" "26:35:44" "Numerical" "Crisp" "Small" 8079 0
"6664" 6664 8 "s27" "36:45:54" "Verbal" "Vague" "Small" 6229 0
"6665" 6665 9 "s27" "6:15:24" "Verbal" "Crisp" "Big" 1732 0
"6666" 6666 10 "s27" "16:25:34" "Verbal" "Crisp" "Small" 6701 0
"6667" 6667 11 "s27" "26:35:44" "Verbal" "Crisp" "Small" 962 0
"6668" 6668 12 "s27" "36:45:54" "Numerical" "Crisp" "Small" 1474 0
"6669" 6669 13 "s27" "6:15:24" "Verbal" "Vague" "Small" 1675 0
"6670" 6670 14 "s27" "16:25:34" "Verbal" "Crisp" "Big" 1545 0
"6671" 6671 15 "s27" "26:35:44" "Numerical" "Vague" "Big" 2661 1
"6672" 6672 16 "s27" "36:45:54" "Verbal" "Crisp" "Big" 1153 0
"6673" 6673 17 "s27" "6:15:24" "Numerical" "Crisp" "Small" 1547 0
"6674" 6674 18 "s27" "16:25:34" "Verbal" "Vague" "Big" 1110 0
"6675" 6675 19 "s27" "26:35:44" "Verbal" "Vague" "Small" 3154 0
"6676" 6676 20 "s27" "36:45:54" "Numerical" "Vague" "Small" 7356 0
"6677" 6677 21 "s27" "6:15:24" "Numerical" "Crisp" "Big" 9625 0
"6678" 6678 22 "s27" "16:25:34" "Numerical" "Crisp" "Big" 1137 0
"6679" 6679 23 "s27" "26:35:44" "Verbal" "Vague" "Big" 2397 0
"6680" 6680 24 "s27" "36:45:54" "Verbal" "Crisp" "Small" 3324 0
"6681" 6681 25 "s27" "6:15:24" "Verbal" "Vague" "Small" 925 0
"6682" 6682 26 "s27" "16:25:34" "Verbal" "Vague" "Big" 1469 0
"6683" 6683 27 "s27" "26:35:44" "Verbal" "Vague" "Small" 1191 0
"6684" 6684 28 "s27" "36:45:54" "Numerical" "Vague" "Small" 19381 0
"6685" 6685 29 "s27" "6:15:24" "Numerical" "Vague" "Big" 7386 1
"6686" 6686 30 "s27" "16:25:34" "Verbal" "Vague" "Small" 1420 0
"6687" 6687 31 "s27" "26:35:44" "Numerical" "Crisp" "Big" 2792 1
"6688" 6688 32 "s27" "36:45:54" "Numerical" "Crisp" "Big" 1150 1
"6689" 6689 33 "s27" "6:15:24" "Verbal" "Vague" "Big" 1409 0
"6690" 6690 34 "s27" "16:25:34" "Numerical" "Vague" "Big" 2042 1
"6691" 6691 35 "s27" "26:35:44" "Verbal" "Crisp" "Big" 1063 0
"6692" 6692 36 "s27" "36:45:54" "Numerical" "Vague" "Big" 2814 1
"6693" 6693 37 "s27" "6:15:24" "Numerical" "Crisp" "Big" 1997 0
"6694" 6694 38 "s27" "16:25:34" "Numerical" "Vague" "Big" 7792 1
"6695" 6695 39 "s27" "26:35:44" "Numerical" "Crisp" "Big" 26247 0
"6696" 6696 40 "s27" "36:45:54" "Verbal" "Crisp" "Big" 1132 0
"6697" 6697 41 "s27" "6:15:24" "Numerical" "Vague" "Small" 2382 1
"6698" 6698 42 "s27" "16:25:34" "Numerical" "Vague" "Small" 11126 0
"6699" 6699 43 "s27" "26:35:44" "Verbal" "Crisp" "Big" 1005 0
"6700" 6700 44 "s27" "36:45:54" "Numerical" "Crisp" "Small" 1848 0
"6701" 6701 45 "s27" "6:15:24" "Numerical" "Vague" "Small" 8308 0
"6702" 6702 46 "s27" "16:25:34" "Verbal" "Crisp" "Small" 1452 0
"6703" 6703 47 "s27" "26:35:44" "Verbal" "Vague" "Big" 904 0
"6704" 6704 48 "s27" "36:45:54" "Numerical" "Crisp" "Big" 6167 1
"6705" 6705 49 "s27" "6:15:24" "Verbal" "Crisp" "Small" 2342 0
"6706" 6706 50 "s27" "16:25:34" "Numerical" "Crisp" "Small" 5341 0
"6707" 6707 51 "s27" "26:35:44" "Numerical" "Vague" "Small" 11805 0
"6708" 6708 52 "s27" "36:45:54" "Verbal" "Crisp" "Small" 1921 0
"6709" 6709 53 "s27" "6:15:24" "Numerical" "Vague" "Big" 12489 1
"6710" 6710 54 "s27" "16:25:34" "Verbal" "Vague" "Small" 3343 0
"6711" 6711 55 "s27" "26:35:44" "Numerical" "Crisp" "Small" 2352 0
"6712" 6712 56 "s27" "36:45:54" "Verbal" "Vague" "Big" 1379 0
"6713" 6713 57 "s27" "6:15:24" "Verbal" "Crisp" "Small" 1315 0
"6714" 6714 58 "s27" "16:25:34" "Numerical" "Vague" "Small" 6066 0
"6715" 6715 59 "s27" "26:35:44" "Verbal" "Crisp" "Small" 2520 0
"6716" 6716 60 "s27" "36:45:54" "Verbal" "Vague" "Big" 1795 0
"6717" 6717 61 "s27" "6:15:24" "Verbal" "Vague" "Big" 1647 0
"6718" 6718 62 "s27" "16:25:34" "Numerical" "Crisp" "Small" 3503 0
"6719" 6719 63 "s27" "26:35:44" "Numerical" "Vague" "Small" 8325 0
"6720" 6720 64 "s27" "36:45:54" "Verbal" "Vague" "Small" 1240 0
"6721" 6721 65 "s27" "6:15:24" "Numerical" "Vague" "Big" 1213 0
"6722" 6722 66 "s27" "16:25:34" "Numerical" "Vague" "Big" 896 1
"6723" 6723 67 "s27" "26:35:44" "Numerical" "Crisp" "Small" 1509 0
"6724" 6724 68 "s27" "36:45:54" "Numerical" "Vague" "Big" 1859 1
"6725" 6725 69 "s27" "6:15:24" "Verbal" "Vague" "Big" 829 0
"6726" 6726 70 "s27" "16:25:34" "Numerical" "Crisp" "Small" 918 0
"6727" 6727 71 "s27" "26:35:44" "Verbal" "Crisp" "Small" 1267 0
"6728" 6728 72 "s27" "36:45:54" "Numerical" "Crisp" "Small" 9260 0
"6729" 6729 73 "s27" "6:15:24" "Numerical" "Vague" "Small" 6253 0
"6730" 6730 74 "s27" "16:25:34" "Verbal" "Vague" "Small" 1830 0
"6731" 6731 75 "s27" "26:35:44" "Verbal" "Crisp" "Big" 2026 0
"6732" 6732 76 "s27" "36:45:54" "Verbal" "Vague" "Big" 1183 0
"6733" 6733 77 "s27" "6:15:24" "Verbal" "Vague" "Big" 956 0
"6734" 6734 78 "s27" "16:25:34" "Numerical" "Vague" "Small" 5308 0
"6735" 6735 79 "s27" "26:35:44" "Verbal" "Vague" "Big" 1759 0
"6736" 6736 80 "s27" "36:45:54" "Verbal" "Crisp" "Small" 2183 1
"6737" 6737 81 "s27" "6:15:24" "Verbal" "Vague" "Small" 1380 0
"6738" 6738 82 "s27" "16:25:34" "Verbal" "Crisp" "Big" 1049 0
"6739" 6739 83 "s27" "26:35:44" "Verbal" "Crisp" "Small" 17381 0
"6740" 6740 84 "s27" "36:45:54" "Numerical" "Crisp" "Small" 17608 0
"6741" 6741 85 "s27" "6:15:24" "Numerical" "Crisp" "Small" 1583 0
"6742" 6742 86 "s27" "16:25:34" "Verbal" "Vague" "Big" 2203 0
"6743" 6743 87 "s27" "26:35:44" "Numerical" "Crisp" "Big" 1428 0
"6744" 6744 88 "s27" "36:45:54" "Numerical" "Crisp" "Big" 1429 1
"6745" 6745 89 "s27" "6:15:24" "Verbal" "Crisp" "Big" 1312 0
"6746" 6746 90 "s27" "16:25:34" "Verbal" "Crisp" "Small" 1256 0
"6747" 6747 91 "s27" "26:35:44" "Numerical" "Vague" "Small" 2007 1
"6748" 6748 92 "s27" "36:45:54" "Verbal" "Crisp" "Small" 4436 0
"6749" 6749 93 "s27" "6:15:24" "Verbal" "Crisp" "Small" 744 0
"6750" 6750 94 "s27" "16:25:34" "Numerical" "Crisp" "Big" 1611 0
