Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	36	1320	LEFT	1583
4	2	1	2	36	45	54	'Choose a square with 54 dots'	36	542	RIGHT	1081
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	36	1	RIGHT	1384
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	36	488	RIGHT	1771
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	36	452	LEFT	1234
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	36	437	MIDDLE	1724
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	36	572	MIDDLE	2270
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	36	365	MIDDLE	2286
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	36	314	RIGHT	1734
4	2	2	1	54	45	36	'Choose a square with 36 dots'	36	280	LEFT	1397
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	36	809	RIGHT	1531
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	36	196	LEFT	1070
3	2	1	1	26	35	44	'Choose a square with 26 dots'	36	398	MIDDLE	1405
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	36	1971	LEFT	1763
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	36	795	MIDDLE	1381
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	36	714	MIDDLE	1632
3	2	1	2	26	35	44	'Choose a square with 44 dots'	36	1	RIGHT	1876
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	36	391	RIGHT	1808
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	36	494	LEFT	1035
2	2	2	1	34	25	16	'Choose a square with 16 dots'	36	495	RIGHT	1259
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	36	341	RIGHT	2672
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	36	718	MIDDLE	2107
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	36	1055	RIGHT	1136
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	36	1922	MIDDLE	2399
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	36	108	LEFT	2316
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	36	1472	LEFT	1624
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	36	637	MIDDLE	2326
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	36	314	RIGHT	1846
3	2	2	1	44	35	26	'Choose a square with 26 dots'	36	530	MIDDLE	1729
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	36	575	RIGHT	1897
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	36	292	MIDDLE	1680
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	36	285	LEFT	1880
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	36	2	MIDDLE	3226
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	36	397	RIGHT	1799
1	2	1	1	6	15	24	'Choose a square with 6 dots'	36	316	LEFT	833
2	2	1	1	16	25	34	'Choose a square with 16 dots'	36	602	LEFT	2156
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	36	309	MIDDLE	2794
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	36	292	LEFT	1280
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	36	314	MIDDLE	1701
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	36	1	RIGHT	2750
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	36	1	LEFT	2305
4	2	2	2	54	45	36	'Choose a square with 54 dots'	36	613	LEFT	1270
1	2	1	2	6	15	24	'Choose a square with 24 dots'	36	616	RIGHT	1009
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	36	661	LEFT	1420
3	2	2	2	44	35	26	'Choose a square with 44 dots'	36	407	LEFT	1064
4	2	1	1	36	45	54	'Choose a square with 36 dots'	36	273	LEFT	1534
1	2	2	2	24	15	6	'Choose a square with 24 dots'	36	215	LEFT	1166
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	36	324	LEFT	1777
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	36	614	LEFT	2767
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	36	738	LEFT	1046
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	36	481	RIGHT	2165
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	36	311	MIDDLE	1954
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	36	275	RIGHT	4047
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	36	109	RIGHT	1559
1	2	2	1	24	15	6	'Choose a square with 6 dots'	36	11047	RIGHT	1188
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	36	761	MIDDLE	1516
3	2	2	1	44	35	26	'Choose a square with 26 dots'	36	381	LEFT	2135
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	36	224	MIDDLE	2335
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	36	355	RIGHT	3196
2	2	2	1	34	25	16	'Choose a square with 16 dots'	36	280	RIGHT	1573
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	36	533	LEFT	3144
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	36	645	RIGHT	2757
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	36	577	LEFT	2595
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	36	485	LEFT	2649
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	36	370	RIGHT	2251
4	2	1	1	36	45	54	'Choose a square with 36 dots'	36	472	MIDDLE	2711
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	36	294	RIGHT	985
2	2	1	2	16	25	34	'Choose a square with 34 dots'	36	311	RIGHT	1904
3	2	1	2	26	35	44	'Choose a square with 44 dots'	36	276	RIGHT	2992
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	36	323	LEFT	1821
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	36	2	MIDDLE	3731
2	2	2	2	34	25	16	'Choose a square with 34 dots'	36	275	LEFT	3000
3	2	2	2	44	35	26	'Choose a square with 44 dots'	36	521	LEFT	2206
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	36	470	RIGHT	2820
1	2	1	2	6	15	24	'Choose a square with 24 dots'	36	485	RIGHT	1740
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	36	628	MIDDLE	2795
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	36	406	LEFT	2790
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	36	337	LEFT	2067
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	36	393	RIGHT	2665
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	36	505	LEFT	2285
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	36	313	RIGHT	2069
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	36	561	MIDDLE	2308
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	36	264	MIDDLE	2709
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	36	571	LEFT	1693
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	36	367	LEFT	1778
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	36	304	LEFT	1541
1	2	2	2	24	15	6	'Choose a square with 24 dots'	36	309	LEFT	1793
2	2	1	1	16	25	34	'Choose a square with 16 dots'	36	224	LEFT	2094
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	36	306	RIGHT	1566
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	36	933	RIGHT	1291
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	36	798	LEFT	2709
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	36	283	RIGHT	1817
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	36	598	MIDDLE	2248
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	36	645	RIGHT	887
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	36	1829	MIDDLE	2731
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	36	367	RIGHT	2161
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	36	490	MIDDLE	2880
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	36	543	LEFT	2938
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	36	519	LEFT	1819
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	36	481	RIGHT	2151
3	2	1	1	26	35	44	'Choose a square with 26 dots'	36	401	MIDDLE	2321
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	36	630	RIGHT	2349
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	36	536	LEFT	1082
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	36	917	MIDDLE	2658
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	36	649	LEFT	1375
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	36	2	LEFT	2347
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	36	1	RIGHT	2287
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	36	538	LEFT	2358
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	36	553	RIGHT	3135
4	2	1	2	36	45	54	'Choose a square with 54 dots'	36	64	LEFT	5086
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	36	501	RIGHT	4489
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	36	486	LEFT	1348
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	36	1	MIDDLE	4217
4	2	2	2	54	45	36	'Choose a square with 54 dots'	36	248	RIGHT	4344
1	2	1	1	6	15	24	'Choose a square with 6 dots'	36	480	LEFT	1145
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	36	963	LEFT	2184
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	36	577	LEFT	3579
4	2	2	1	54	45	36	'Choose a square with 36 dots'	36	192	LEFT	3008
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	36	9226	RIGHT	1457
2	2	1	1	16	25	34	'Choose a square with 16 dots'	36	516	LEFT	1161
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	36	727	LEFT	1435
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	36	439	LEFT	1462
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	36	409	MIDDLE	1273
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	36	395	MIDDLE	1587
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	36	521	LEFT	1454
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	36	683	RIGHT	942
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	36	484	MIDDLE	1283
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	36	276	RIGHT	1312
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	36	392	MIDDLE	1505
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	36	530	MIDDLE	1638
1	2	1	2	6	15	24	'Choose a square with 24 dots'	36	2	MIDDLE	1466
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	36	684	RIGHT	1026
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	36	420	RIGHT	1181
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	36	458	LEFT	1448
1	2	2	2	24	15	6	'Choose a square with 24 dots'	36	644	LEFT	1196
2	2	2	1	34	25	16	'Choose a square with 16 dots'	36	568	RIGHT	962
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	36	576	LEFT	1034
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	36	661	RIGHT	1171
1	2	1	1	6	15	24	'Choose a square with 6 dots'	36	457	LEFT	945
2	2	1	2	16	25	34	'Choose a square with 34 dots'	36	382	RIGHT	2862
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	36	390	RIGHT	1280
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	36	593	RIGHT	1554
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	36	465	RIGHT	2128
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	36	426	LEFT	1969
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	36	617	RIGHT	1594
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	36	440	MIDDLE	2656
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	36	407	LEFT	1502
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	36	720	RIGHT	1133
3	2	2	2	44	35	26	'Choose a square with 44 dots'	36	420	LEFT	2085
4	2	1	1	36	45	54	'Choose a square with 36 dots'	36	361	LEFT	3258
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	36	501	MIDDLE	2824
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	36	417	LEFT	1802
3	2	2	1	44	35	26	'Choose a square with 26 dots'	36	376	RIGHT	3042
4	2	2	1	54	45	36	'Choose a square with 36 dots'	36	293	LEFT	1480
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	36	713	LEFT	2143
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	36	377	LEFT	2210
3	2	1	2	26	35	44	'Choose a square with 44 dots'	36	321	MIDDLE	1589
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	36	556	RIGHT	1150
1	2	2	1	24	15	6	'Choose a square with 6 dots'	36	364	RIGHT	686
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	36	549	RIGHT	1185
3	2	1	1	26	35	44	'Choose a square with 26 dots'	36	422	LEFT	2758
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	36	265	RIGHT	2272
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	36	404	RIGHT	1981
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	36	470	RIGHT	1075
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	36	420	RIGHT	2205
4	2	2	2	54	45	36	'Choose a square with 54 dots'	36	669	LEFT	2953
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	36	430	LEFT	3277
2	2	2	2	34	25	16	'Choose a square with 34 dots'	36	405	MIDDLE	4566
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	36	360	RIGHT	4882
4	2	1	2	36	45	54	'Choose a square with 54 dots'	36	368	RIGHT	962
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	36	447	LEFT	1431
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	36	491	LEFT	1055
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	36	329	MIDDLE	2149
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	36	375	RIGHT	1456
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	36	347	RIGHT	1965
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	36	318	RIGHT	946
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	36	327	LEFT	1179
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	36	808	LEFT	1378
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	36	368	LEFT	1025
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	36	363	LEFT	926
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	36	532	RIGHT	1919
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	36	616	LEFT	1154
1	2	1	2	6	15	24	'Choose a square with 24 dots'	37	829	RIGHT	1247
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	37	633	LEFT	1041
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	37	547	LEFT	1111
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	37	854	RIGHT	1023
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	37	449	LEFT	1087
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	37	1232	RIGHT	1217
3	2	1	1	26	35	44	'Choose a square with 26 dots'	37	397	MIDDLE	2696
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	37	476	LEFT	1234
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	37	685	MIDDLE	4276
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	37	736	RIGHT	2340
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	37	486	RIGHT	1612
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	37	577	LEFT	1459
1	2	2	1	24	15	6	'Choose a square with 6 dots'	37	399	RIGHT	1215
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	37	379	LEFT	9996
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	37	704	LEFT	8157
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	37	875	LEFT	3483
1	2	2	2	24	15	6	'Choose a square with 24 dots'	37	555	LEFT	2944
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	37	508	LEFT	7512
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	37	767	RIGHT	1762
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	37	683	RIGHT	1361
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	37	696	LEFT	3590
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	37	631	MIDDLE	4379
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	37	731	RIGHT	1176
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	37	477	RIGHT	3403
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	37	598	MIDDLE	3008
2	2	1	2	16	25	34	'Choose a square with 34 dots'	37	459	RIGHT	17873
3	2	1	2	26	35	44	'Choose a square with 44 dots'	37	687	RIGHT	1715
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	37	885	LEFT	2000
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	37	572	RIGHT	8551
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	37	574	LEFT	1873
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	37	644	RIGHT	7676
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	37	653	LEFT	677
1	2	1	1	6	15	24	'Choose a square with 6 dots'	37	795	LEFT	1935
2	2	2	2	34	25	16	'Choose a square with 34 dots'	37	464	LEFT	2150
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	37	585	MIDDLE	14386
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	37	470	LEFT	8557
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	37	686	RIGHT	1452
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	37	359	LEFT	1656
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	37	453	LEFT	1706
4	2	1	2	36	45	54	'Choose a square with 54 dots'	37	492	RIGHT	1354
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	37	745	RIGHT	1389
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	37	553	RIGHT	1149
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	37	722	LEFT	935
4	2	2	1	54	45	36	'Choose a square with 36 dots'	37	649	MIDDLE	6685
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	37	458	MIDDLE	2272
2	2	2	1	34	25	16	'Choose a square with 16 dots'	37	565	RIGHT	1951
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	37	513	RIGHT	2973
4	2	2	2	54	45	36	'Choose a square with 54 dots'	37	457	LEFT	2016
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	37	695	LEFT	1380
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	37	522	LEFT	10014
3	2	2	1	44	35	26	'Choose a square with 26 dots'	37	785	RIGHT	1869
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	37	705	RIGHT	1661
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	37	536	RIGHT	11388
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	37	437	MIDDLE	2437
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	37	749	RIGHT	3151
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	37	577	RIGHT	1632
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	37	844	MIDDLE	4749
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	37	880	RIGHT	6007
3	2	2	2	44	35	26	'Choose a square with 44 dots'	37	635	LEFT	1868
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	37	623	LEFT	1024
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	37	426	MIDDLE	7475
2	2	1	1	16	25	34	'Choose a square with 16 dots'	37	561	LEFT	10116
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	37	580	LEFT	1319
4	2	1	1	36	45	54	'Choose a square with 36 dots'	37	647	LEFT	1879
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	37	1511	MIDDLE	1376
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	37	357	RIGHT	1255
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	37	361	MIDDLE	2331
4	2	2	2	54	45	36	'Choose a square with 54 dots'	37	399	LEFT	1558
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	37	486	MIDDLE	1383
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	37	401	MIDDLE	1178
3	2	1	2	26	35	44	'Choose a square with 44 dots'	37	407	RIGHT	1215
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	37	611	RIGHT	1332
1	2	2	2	24	15	6	'Choose a square with 24 dots'	37	492	LEFT	2873
2	2	2	2	34	25	16	'Choose a square with 34 dots'	37	576	MIDDLE	1386
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	37	474	RIGHT	1262
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	37	523	LEFT	3428
1	2	2	1	24	15	6	'Choose a square with 6 dots'	37	546	RIGHT	1067
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	37	332	LEFT	1359
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	37	254	LEFT	1955
4	2	2	1	54	45	36	'Choose a square with 36 dots'	37	396	RIGHT	1213
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	37	416	MIDDLE	1177
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	37	334	RIGHT	1177
3	2	1	1	26	35	44	'Choose a square with 26 dots'	37	303	LEFT	6322
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	37	419	RIGHT	10995
1	2	1	1	6	15	24	'Choose a square with 6 dots'	37	411	LEFT	803
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	37	710	LEFT	1044
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	37	933	LEFT	732
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	37	425	RIGHT	721
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	37	478	MIDDLE	4932
2	2	2	1	34	25	16	'Choose a square with 16 dots'	37	1544	RIGHT	895
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	37	214	RIGHT	1718
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	37	387	RIGHT	1904
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	37	219	LEFT	923
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	37	426	LEFT	1881
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	37	461	LEFT	1283
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	37	197	RIGHT	1380
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	37	411	LEFT	1275
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	37	228	MIDDLE	1274
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	37	268	RIGHT	1099
4	2	1	2	36	45	54	'Choose a square with 54 dots'	37	329	RIGHT	980
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	37	248	RIGHT	944
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	37	301	RIGHT	865
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	37	560	RIGHT	891
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	37	395	RIGHT	844
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	37	469	RIGHT	819
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	37	445	RIGHT	836
3	2	2	1	44	35	26	'Choose a square with 26 dots'	37	1245	RIGHT	1799
4	2	1	1	36	45	54	'Choose a square with 36 dots'	37	414	LEFT	2350
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	37	368	LEFT	3706
2	2	1	2	16	25	34	'Choose a square with 34 dots'	37	340	RIGHT	21550
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	37	644	RIGHT	1499
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	37	382	LEFT	2030
1	2	1	2	6	15	24	'Choose a square with 24 dots'	37	460	RIGHT	1034
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	37	357	LEFT	49871
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	37	982	LEFT	1105
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	37	233	LEFT	887
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	37	313	LEFT	1420
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	37	234	RIGHT	4062
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	37	410	RIGHT	1026
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	37	124	LEFT	17207
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	37	1917	RIGHT	662
2	2	1	1	16	25	34	'Choose a square with 16 dots'	37	461	MIDDLE	700
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	37	434	LEFT	618
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	37	373	LEFT	870
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	37	557	RIGHT	832
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	37	362	LEFT	804
3	2	2	2	44	35	26	'Choose a square with 44 dots'	37	343	LEFT	939
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	37	239	LEFT	951
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	37	999	RIGHT	1129
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	37	249	RIGHT	1047
3	2	1	2	26	35	44	'Choose a square with 44 dots'	37	367	RIGHT	2105
4	2	2	1	54	45	36	'Choose a square with 36 dots'	37	341	MIDDLE	2063
1	2	1	1	6	15	24	'Choose a square with 6 dots'	37	309	LEFT	1840
2	2	1	1	16	25	34	'Choose a square with 16 dots'	37	430	LEFT	1316
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	37	302	LEFT	762
4	2	2	2	54	45	36	'Choose a square with 54 dots'	37	669	LEFT	804
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	37	599	LEFT	2264
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	37	430	MIDDLE	3086
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	37	549	RIGHT	800
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	37	499	LEFT	1481
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	37	579	MIDDLE	1910
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	37	330	MIDDLE	1333
3	2	2	1	44	35	26	'Choose a square with 26 dots'	37	323	RIGHT	1142
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	37	397	MIDDLE	3006
